id,name,type,date,distance_km,duration_min,elevation_m,avg_speed_kmh,max_speed_kmh,calories,kudos,polyline,pace_min_km,date_only,month_year
14232745454,Morning Run,Run,2025-04-20 09:34:48+00:00,5.0,22.716666666666665,5.6,13.212,15.552000000000001,0,16,bfi~AzhabHsAvBiA~Bk@l@a@n@Q^qArBgAnBo@x@S`@YZOj@]p@yF~IO\Kn@IRQPq@d@|@wALo@~AsClAmB~BgDtCgFn@eA`@cA^e@p@cA`@c@Rm@nAiBTk@z@aBx@qAf@q@Vo@lB}C@MIg@Au@FcA?a@CeBDgBAa@VkGEo@Ju@AaAFs@LgDLk@?EE@Kp@EnDB^@tAIbAItFGTQbM@PAH[b@eAhBo@~A]b@gBtC_ClEw@hAk@t@kAfBi@lAw@lAa@`A[^c@n@g@dAq@dAe@z@yA~B\u@z@yAr@cAnA}Bv@cATo@R_@BK`GsJP_@~B{Dj@iAr@iA`@e@R_@sAgBkKwA,4.5,2025-04-20,2025-04
14232728978,Morning Run,Run,2025-04-20 09:31:12+00:00,0.5,2.9166666666666665,14.4,10.738800000000001,12.888,0,11,|uh~Ab{`bH|ALbDb@,5.6,2025-04-20,2025-04
14188141142,Afternoon Run,Run,2025-04-15 17:02:47+00:00,2.1,11.233333333333333,8.1,11.041200000000002,13.895999999999999,0,8,jpi~A`e_bH@`@Cf@Ih@YzDCt@Bn@Mz@BdANp@Bb@APOr@G`DB`ADl@Kb@AVMnGI^CVAlCCt@Bz@GjA@v@Jh@CHWXk@~@kArCq@t@Yj@_C|DQ^_@f@]p@YXW\Wh@oAjBcAdBGL?Dd@aA`BqC,5.4,2025-04-15,2025-04
14188139840,Afternoon Run,Run,2025-04-15 16:39:45+00:00,1.6,8.15,2.2,11.826,16.2,0,7,fni~Azf`bH?SAy@H}@Ck@JqE@QPs@C[Ky@AcAHeAAUBs@TeDBuAPkEHcDBcCC{A@s@CkB@iA,5.1,2025-04-15,2025-04
14188135789,Afternoon Run,Run,2025-04-15 16:32:05+00:00,1.1,5.583333333333333,0.0,12.2904,18.432000000000002,0,9,~th~AjabbHJKRe@^k@Vq@jDeGrAiBZWX{@fB{CpCkETk@dAoB,4.9,2025-04-15,2025-04
14089167085,12pm run,Run,2025-04-05 12:58:38+00:00,4.0,21.15,10.5,11.3652,16.344,0,16,tdi~Anz`bHt@PZP^Fj@D|@ZL?PLBDANi@dAADBJIHIVQXOf@Yf@UT[`@g@~@e@h@Q^s@bA]n@U\Sf@a@l@m@p@}@lBc@d@IPERELq@dAUXKTGXYXS`@ITo@`AM\q@v@c@~@WVO`@INYZENYT[f@Ib@EDENEIJe@NYJKVa@\a@Lc@Rc@l@u@Vi@j@_AZs@\Y\m@ZOLKViA`@u@FWV[J[z@oAp@q@BOL[z@qAJ[j@u@f@iAX[L]p@_Ah@gA`AoAVi@LWHGBKTg@HMFAL[PY@IGg@E{@H[@_@?SGk@J_AD_AAmCFs@Au@Fo@?a@DEBBCr@I|@CfAENC^@l@Ed@?bAGd@BVAXD^@\GJY\Qz@MVK@}@AyAOcB]O?g@E_A[q@Ag@IMEIGEAGBEFIT@LSz@GJi@Aq@IY?]Ki@CWGs@I,5.3,2025-04-05,2025-04
13986181046,Afternoon Run,Run,2025-03-25 16:27:34+00:00,3.3,23.75,5.6,8.4492,22.104,0,9,hwh~Ab_bbHr@oAXq@BSRMR]\c@Zq@d@s@n@mA`@e@Pg@X[\m@`AyATg@j@{@^u@~AcCXm@JKF[?AGCp@}GEm@PoBBkACSAe@LeEEg@@[Ha@C{@RoDDaAJe@CCEFIh@I~ACjABRC^D|@Kl@QnF?\Il@@JDD@RCCB@ABEHG^FnFD|@C^Qb@?PAHITo@z@Md@i@fAcAlA]h@o@lA}@lAo@pAQVO`@c@h@Uh@[b@_@r@SVWh@e@f@i@`A]bAIDACBE^YVc@X]Vi@t@kAN]Ze@Ve@h@s@Zo@RQLU`@y@l@w@JS,7.1,2025-03-25,2025-03
13855971233,Afternoon Run,Run,2025-03-11 17:11:38+00:00,7.8,24.3,26.3,19.296000000000003,92.34,0,12,,3.1,2025-03-11,2025-03
13855970970,Evening Run,Run,2025-02-17 18:23:17+00:00,1.0,3.1166666666666667,0.0,19.756800000000002,49.572,0,0,,3.0,2025-02-17,2025-02
13654914488,Corrida ao entardecer,Run,2025-02-17 18:13:34+00:00,1.3,5.316666666666666,19.3,14.2704,48.3408,0,10,lsh~Ah{`bHb@Hd@Br@Nj@Fp@NX@fAP,4.2,2025-02-17,2025-02
13611962215,Corrida vespertina,Run,2025-02-12 17:51:39+00:00,5.6,20.433333333333334,10.1,16.4628,84.88799999999999,0,14,hxh~Ab}abHXk@Ha@N_@rAgBd@}@CLKCG@A@DBL?JCLKx@oAUICE?GUWlBI_@K@O?ULc@dAm@n@}@Lg@HQd@o@Vg@`@_@Xu@RYRc@DCFYb@o@HWNSDICpBQu@Wu@CM?SYo@?I~@aCVRRJY`H[uFPsCFG?QE]A_@Hw@CQ?KLe@Ca@Be@ASD_ABMBe@?{@Fa@?g@CYF_@?KGk@qAaGEIAIHEIg@DBIm@XpA?KLCD?ML?KAJOLOj@Qb@Dd@Ib@AX?DJNCb@Hp@v@dDj@e@VQDB@DAFMNFAENWZK\Af@Df@Ap@AD?~@Cl@ITAhBG`ABdCKvGC?@RCJQEIHM\EXWYBPARH\sA{BRbAB\ZpA@qBAMUf@q@n@OTYwAWj@E@@BD@Az@GZOHAFD^Od@c@v@O{@GZk@p@EXPT?XUl@oAxAKXeAfBM_@Ki@CNQr@AFLp@ALKZ[Zk@x@KDYr@[f@KLGPWb@UXwAzBkB~CM\c@l@Qd@DBBCDe@FQd@m@|@wATk@PY`@k@^c@`@q@Tu@T[Bh@Jm@Rg@V_@HSl@y@L]R[Rg@lAyAH[Vc@Ng@r@eAXo@n@y@LKfAiB,3.6,2025-02-12,2025-02
13611961974,Corrida vespertina,Run,2025-02-12 17:41:02+00:00,1.6,8.35,16.6,11.5236,38.0412,0,9,`th~A~z`bHhATr@Jn@DZHt@F^?^BXHlBXr@Z`@?d@D|@Nf@L?PFHGRBHHLKb@MZUXSb@k@r@[t@y@fAe@t@Qf@[b@Od@KLYRc@t@M\g@n@m@fAE@_Aw@EFADVl@EZFF@DCb@CHIFCTGJ[ZKTc@f@Yp@KL,5.2,2025-02-12,2025-02
13611653007,Corrida ao entardecer,Run,2025-02-10 18:07:17+00:00,12.0,22.55,43.1,31.9176,59.778000000000006,0,13,jsh~ApdabH|D|PdAmAOXb@k@uAxAv@{@q@|@GBAG@@C@BACBcBlHd@YFi@jAeEABACm@tCT[CEVYHWNQTi@DWp@cABIJMXONWFSzAeA{@XP]JMZSJYNSAEBG^g@FCHUNMAKHUPIRW@EJMBKFIHk@BEb@[X[FUNOHS@QP_@TSBIXs@PUDK@zBC?B?ACABE}DlAmEIZiAbCNi@DkAFa@A]BUBaAEiC@UAKD]?e@BEAOBSAG@GiA_@JCbAO@a@AkABe@CEHg@CO?]oAmFDAFWAFEEWGBA@B?E\L@CA??AJAlAvA?TKhBAr@Gl@Ad@E^BDAn@w@z@v@_@Kh@?PaA@AAdAbA?`@IXCXDl@Aj@Ez@EPB`@Gv@BLAN@FCb@DJFj@G~@?xB?gBEt@DV?X_@f@e@z@GDSh@MPMJEN?VUZOJS^_@^ENON{@hBW^Wz@KJMDCDIDIHIXUPGJSJW`@c@hAYZWj@q@z@CPIHKZeAzB|@iGAEBBACC@@@mBpI]f@DYpCyJbT{rAwHthAfEkFyLvLhPaoACA}QlqAmAhA@BCAFCGFBGC?NAA@?E@F?CEBD?sC~IrCuJB@A@CC@C?F@CgBlHxAmG@AAICBPWCCB@ExCNM^u@Ze@@ET[P]ZYDMNQRg@DC?EHIJ[n@y@Zk@FCLM@IDCRi@FKFC?GDONUBA^u@PMPYRa@LM@GL[FGJ[IWCA@AES?[DGIG,1.9,2025-02-10,2025-02
13593948446,Corrida vespertina,Run,2025-02-10 17:58:54+00:00,1.6,5.816666666666666,13.4,16.689600000000002,55.7784,0,13,|_i~An}`bHt@DjAZl@Df@NnAL@TCNHVJLAXM^U\KF]dAORERa@n@}@UDFVv@KHMXSJGHK^G@G^Yj@y@Fv@BMHu@`AMXQTAJMTIFa@x@OLADOHU\IFMVWZU^ITEFAREHGFCHGDAFKHQTCTS^Dk@^_BH_ApAyDCA@C@DC@DDpTmsAoEbp@,3.6,2025-02-10,2025-02
13531697413,Corrida vespertina,Run,2025-02-03 17:59:39+00:00,5.3,26.5,7.4,12.013200000000001,21.168,0,14,nuh~ArabbHJSF_@b@e@LUNQNUZy@LQJELMJ[LSNOLWPOTg@JKJc@Zc@L]d@g@L]V[JWXc@^_@FI@WDOJKLWZYHUl@cATk@RUNe@b@]Zi@`@kARUDOE_@JoAAIBM?[A_@Ie@?m@Ja@EWFoBD_@@e@?wABUAq@Jk@Ce@H[@k@Ci@B_@FQBUAoAFi@AYHa@CMC@IRIh@An@DPKTCPDPBZ?p@AJBTIbA?r@Cf@YbBBNCHAZD`@At@Qz@?`@B^BTL^I\?r@UxA?PDNC`@Dl@CFQRENMPMb@[`@KRUXEVEBc@h@[l@K\UXQZSRGPCVc@`@Sh@Q\OJGJGPg@|@SL[b@U^GRa@f@Qh@QJW^]x@OTCH?HSVKFMXORGRSXURINKXOFQTO^Sv@STGPQLs@z@GRWb@CHSRSh@KJSj@ARIVa@^e@TIFGHEPGFUf@UP]f@KRCRIR_@\SJk@l@ACFIfA_A`@q@FQPWTUXk@h@w@l@e@RUFUBa@BKZ]PKb@q@TU^i@?ELUTW^q@TYHa@n@kA?KFGHYJQVKJINm@D?FIFEZq@JIDUJWXa@b@]V[DCDOFOFEH[NWV[Je@\]JWAER]VYJILWHCLSFCLg@X]R_@TOJMXq@J_@HQLMHC@GJc@[yAIES?c@MOA]O[?}@KE@e@EcB]S?u@S_CYQ?,5.0,2025-02-03,2025-02
13531696609,Aquecimento,Run,2025-02-03 17:49:39+00:00,1.6,8.716666666666667,16.9,10.8396,17.136,0,13,bsh~Avz`bHd@DRHfALd@Lt@FZ?`@P^DJANHTDT@HAXFd@BPHXF\Bh@L\@NFZ@RD`@@FDDDCPH`@?DBFDBBJALCF@HAD_@Vc@d@cAbB?JQXc@l@Wd@EB[l@[\k@fA]\c@|@s@jACH}@lAYr@a@p@a@f@Sr@MRMNWf@MJEF,5.5,2025-02-03,2025-02
13514011959,Corrida vespertina,Run,2025-02-01 17:52:40+00:00,1.4,9.15,28.2,9.1692,30.240000000000002,0,9,rmj_B`_jcH[nA?J]`AOlAYl@WbAAZGL[vAk@~C?JKP_@xAIt@EDE^]tA?DBNCTKl@K|@MJw@FOB,6.5,2025-02-01,2025-02
13514011847,Corrida vespertina,Run,2025-02-01 17:30:24+00:00,5.0,21.95,31.5,13.6836,64.296,0,15,hzi_BxplcHEZ@NETEFGTMp@GN?JSXGNIx@O^G\AVGVEF]|AIj@?\M^CV@r@CTIVAZMb@Mp@GLCREJAJEJAl@D\Ir@Qj@[b@Yj@?J_@~AQlAo@hCEd@Qj@CT_@~AO`Bi@`CQh@Cl@LN\HV@xA^j@Dj@KRKJOBOXy@Bk@Nq@?IH[B_@LQFg@J[?QPm@F[?EH[@UPURc@Ho@`@iBFQHc@DIN}@Te@H_@Zo@VkAJs@Ni@h@yBBMAULw@^sANoAL_@Pe@Hk@JYL}@?MJa@HKAG@KJSJW?IHODo@La@JUDYC[LWDWVw@LcBD_@J_@@WJUR_@JaATu@LeAPu@P_@V[Tc@Pi@P[Lk@NUDOj@_@JMJQBYTWn@gABKT[f@qA`AmBDUdAgCBc@HUB[Le@L[@[Lk@Dc@`@eBDi@JWNw@Rk@BWJYHo@DKLu@FSLMHe@LYDa@h@kBB[HYD_@F]VaADKD_@JY@WHOBYJ[Lm@@k@Hi@EQUQk@Kg@Q,4.4,2025-02-01,2025-02
13455360674,Corrida matinal,Run,2025-01-26 06:59:14+00:00,3.0,16.183333333333334,24.9,11.1456,15.912,0,13,xzk~Ade~aHuA?MEc@A[EM@mAGi@@m@EcAAOCWBUCk@?SCiEK]?_@AUEgBAqAG[?k@EeCG_@@}COS@YEgB?iCKcBAyAIa@Bc@G}@Cc@BUHUC[I]Cu@Bs@Eg@?Y@g@TORCLBf@CVBr@Cj@F`@AbADj@Ch@D^DjCEp@B`@BPD~@ItA?r@Cf@Bv@I~@@hAEd@Cp@@HCnB]jDI\AFFVMr@@zAL\D`@Wx@?d@EpA@XGtB?P,5.4,2025-01-26,2025-01
13455359382,5k,Run,2025-01-26 06:22:20+00:00,5.0,24.7,16.5,12.1608,16.992,0,11,nsh~ApabbHfBsC^s@V[bAcBj@kA`@k@Ri@TWf@{@LM|@cBj@w@`@w@Va@\u@p@aATWLYn@cABURa@BOLSH]Fs@DkCCWJqB?kADo@BQAq@BiADw@?y@BYTYJc@?{@LyABgAAo@N}@Ca@O}@Ak@NwAEk@HW?]Js@BE@K@]Fm@?u@RgAGwAFk@Ag@DSC]HiACWDg@G{@LiAKi@?[Cg@?a@Fu@?QI_@A[AiBAQ?MFg@Gq@?eAK}@FYVSNITEjAA`@Hp@AXBPDZP|@@l@Kb@B^AFBVCJ@^ANDJNH@XALE`@Cr@Bf@Al@FhA@ZDzBBp@FvA@\Dx@A`AD|ABh@FrBFTAjABhAHd@?|@Dv@?vCJ`@ChAHl@ExA@|@Hd@A\DhA?LBxADTBz@Fx@Lb@BJBDBr@LPHVFHDhAZTLh@PPJb@RRFh@XTTx@d@@FNHJJRLZ\ZTJNLJpAbBn@dAp@nAHH`@`APT?B@FHH,4.9,2025-01-26,2025-01
13455358271,Aquecimento,Run,2025-01-26 06:05:30+00:00,2.0,11.55,12.5,10.3788,15.192,0,10,b}h~Aly`bH~@HFBVDN?VBz@VvAHTHf@F\L^BjAh@DF?PEFKHs@hAWf@GTKRk@r@a@n@GNY\{@|AAHKHgApBGFYj@yCvEWj@[^MXGZKJOZUZMHUZO\c@j@a@~@u@nAUXWd@KLa@r@MNUf@]h@Ub@Kh@OVu@n@aA~Ai@h@CLk@z@sArA}@f@QREATUDAFG,5.8,2025-01-26,2025-01
13442645275,Corrida vespertina,Run,2025-01-24 17:34:51+00:00,4.0,24.833333333333332,5.5,9.6768,19.656,0,15,~sh~AbbbbHJSTUn@w@JGV[`@w@L]LMb@o@Zo@DCXc@DM\e@l@oAn@y@r@kAbAqAVq@TOJWX_@z@aBTYFUZg@PSH]n@qAJ[CWESCy@LqBA{@F{@@y@Fq@@g@CoAHcAAy@BMFIE_@Hu@DIGO@GECRuE?{@Pm@E?ADMtACjBEfABf@AZERYjC?hFG\?PBL@h@GpA@r@Iv@?tAD\Md@EDK@s@UNDAABDAGED@BHFYKHHBHEIBOPBDD@FDB@HO^QX{@jBa@j@Sd@iA`Bo@xAq@hAcA|AcAhACNB?TW^w@LMJOBAP]|@aA@Od@m@t@_BV_@Tg@Vc@f@m@HY?[CKIGCI@OFQ?IS?gB[SAQIa@Ee@Cw@Os@ESKsC_@aAIeAM}@Q,6.2,2025-01-24,2025-01
13442645016,Corrida vespertina,Run,2025-01-24 17:21:19+00:00,1.8,9.9,16.5,10.609200000000001,15.696000000000002,0,11,rsh~Al{`bHTBBDb@?r@F^HxAJnBZpAVj@DbAVPDZ?`BRFD?RBNALDBAB@HGb@STS^Sj@m@v@IDMh@a@z@QR_@TEDIVi@`AEPo@r@GLSVENKT]\KXeAhB]z@_@b@Wh@Sn@SNIPKZUTi@v@[j@g@l@wAhCa@b@MT,5.7,2025-01-24,2025-01
13421557306,Corrida matinal,Run,2025-01-22 06:30:31+00:00,8.0,43.38333333333333,32.2,11.0664,18.215999999999998,0,14,z_i~AhqabHR_@JSXYHQ`@g@\o@DMzAcCZu@t@_APi@T[DMR_@HUR]Vk@ASGY?]Ju@Bu@Iy@FgAAa@HcB?{@Dc@?s@Dg@Ac@F]C_A@OFU@a@C_@Jy@?cBFoAFMDe@C_@Mi@?g@CK?e@Jq@Ec@He@?_@NeA?GFgAAa@BeAJy@Cm@DSB]Au@JuAC]Hq@EiEDuCKg@@m@COA_AD_BGOB]CW@_@GYAY@IHU`@WRGn@?b@D\AxAHTJh@JhAKjCBTHDHRBZ?n@QL?h@FVCNDj@?r@Db@?hAFZARDP?VD\@TA`@BNCPBt@?rAHZCTBn@@xBFLDp@AXDv@?~CN~BDVCVDf@?b@DrABTAr@?NAx@@r@FLAhADRCLDZA|@BTF^?TF\Br@NF?^Lj@Dp@Tv@Tr@THFcA[CCWECGk@WsASKEa@Eg@KoAKu@Aq@GW@OEwCGSBQ?s@I[CeBAYEW@[EsHMa@Ck@?gACe@GY@SCw@?[Eg@?a@Ck@ASCkAAi@E_@@uDMIBSAmFSa@@g@Ca@@k@Ee@?_@DUAgALa@CYOYGm@Cs@@c@G}@DYJOJOVCRH^Db@Ev@?l@@`@?dAD^ChAHdACT@^Cf@HxAAj@E^@\Cr@?rABJCr@Gf@?|@CJ?PEf@@l@CRAz@I`@@XMh@C\Cj@Gt@B\ALK\AZ@t@Nb@Fp@O|@IpDDdBSdC@z@CPCvAIn@Br@G`@B~@ItAB`AMpADR?^Hd@OTGBKLQb@GFc@jAU^ARIVMLi@p@S^Wl@c@r@a@b@Ub@IXQXGHQJq@bAw@fAO^cA~AIVMP[l@RU,5.4,2025-01-22,2025-01
13421556999,Aquecimento,Run,2025-01-22 06:14:58+00:00,2.0,13.566666666666666,0.0,8.967600000000001,13.68,0,14,jhi~ApdabHKJK^STKVQTGNc@p@_@r@KHO^IHEPMNURGNIFIXSZQNg@bAORADa@n@e@x@QXQ`@ONGPOPGPSVWp@KLMFKNCTcAxAMVGDENMLk@jAGJSPU^g@r@QJUZa@hAEb@OT]L_@b@IJSh@IFOZOR[XKVU\[VG?KZo@l@m@`@SFMLGNI^Bh@?QCG?SLa@b@c@DABGb@QVSNWz@w@`@k@JYFEl@s@P_@HE`@k@f@]FWJKAIJc@f@{@Zm@\_@,6.7,2025-01-22,2025-01
13410607001,Corrida ao entardecer,Run,2025-01-20 18:02:52+00:00,3.1,16.083333333333332,2.2,11.721599999999999,18.503999999999998,0,12,tth~AfbbbHT_@N_@V_@PMZa@Rq@Ra@RUr@iAf@uAb@g@@ELGBKrBwCIPSXYl@a@^o@dAKL[f@QPOd@IFOX[`@Wj@k@v@_@~@YZUb@QP[p@GDWn@SRKPOPg@dAkAhBUZ]v@CVFS?S@C`@m@\q@^i@DM`@u@R[FG`@q@n@y@Xs@RYBOl@eATODQLQ@ER[HUXg@x@gAFCHKPg@\a@Rg@R[JU\]^eAf@g@PY\_@Ts@Zg@T_@LKJWRSN[R[j@i@FOD_@P[@ILSXo@^o@?SEQGk@NoAIgA@QBA?BiAzEOAE@UCIG]?c@Kc@CQE]EQ?e@MQ?_AMM?o@Ss@E]I[t@GXGNEPEFoBUq@GSCMKOC,5.1,2025-01-20,2025-01
13410600024,Corrida vespertina,Run,2025-01-20 17:47:17+00:00,2.0,11.233333333333333,15.1,10.684800000000001,15.984000000000002,0,11,bvh~An{`bHbADr@NDDVB^JJAh@Ht@Pt@@x@Jl@NRJd@Jf@Ah@HZH@FCP@JAL?DHBBNC^Od@ONYb@[VQ\G@q@zAQXGPEDSHGR]d@EPU`@GXMRm@p@QVON_@h@WTMTK`@SRUr@IHKPE@GHEPMPMXGb@IDQVMB?FK`@gArA[r@q@`AGT[ZEPUb@o@bAK\ORa@z@UR,5.6,2025-01-20,2025-01
13356140302,Afternoon Run,Run,2025-01-14 17:05:25+00:00,10.0,49.86666666666667,33.4,12.042000000000002,17.928,0,16,rsh~A`cbbHuAdCMNU`@MLGNQRe@r@a@z@St@GJORm@b@q@hAw@|@a@z@WT]d@[\KD_An@]`@EN@`@DNABGK?a@D]R_@FIXIh@Wb@i@r@m@\]Ne@\a@l@_Ad@o@PIZUJWDe@JYZYj@u@Tk@T]V]L[l@s@J_@Va@JMHWLSTSP]\a@LUFSj@y@DSPU`@s@PSBKRSZq@V[Tq@Zw@ZY^q@pAoAT_Ab@m@Tc@VYf@mAPQh@eAd@k@f@iAPWH[?MGk@J_CEq@@i@BOAgAFu@Aa@Fi@B{CHu@A[Hc@@a@BQCm@Bk@AOD{@D}BJm@?c@Mm@Gy@?k@Jc@ASBGCIJeAAo@Fg@Ac@Js@?i@JaABsADi@A_@Hu@?wABa@BMGiABIBm@?gAE[?[F{AE[?[EWGy@?cAFo@C{AMi@?]HWNKd@STCfDRd@N^BPD`BUdABZDZ?VP\F|@Q`@AfBJn@?v@FVAhCHd@DlA@dELh@ADBf@Bl@?jALb@CjABbAFtA?tDL_BAqNo@iA?gAK_@@i@EaCEqA?y@CQEqCIq@?WByEU{A?mARe@IWM[EmBMQDgA@CBKDa@\EJHn@Al@BPG\Ev@NxFCb@BRATFbAC|@Fb@K`A@x@Kr@Bb@Gj@BbAEf@@ZGTKt@Al@MbBCfA@r@CRDNGJ?XIXCv@Dj@Tx@@\GZI^@`@Ap@C~@E`@DTATAB@Bq@jKHVARDTJ`CIr@@`@E|@AFSLIHK~@Qb@HdACPGZMJc@r@Wt@g@h@CHgA`Bm@pAUZa@v@e@d@a@dAa@f@SNWh@i@x@[r@Yf@Y\k@bA]b@Sj@i@r@{@dBU\MZUL_@x@e@l@u@rAi@l@Uj@Ip@qE`Gj@q@N[^c@JWPSN_@f@i@LERUDM?OL_@\i@HURSZe@LY`@g@|@eBRQt@mANQFIDYV_@LMHOHY^c@JCL]VY^m@Vo@Je@X[FMPSXo@d@o@XYh@iAJKHQHKn@cALYLOBK`@e@L[PULYd@i@N[B]Wu@BWWI{@GeBUUAk@K[MuASg@KoAIk@Kk@Em@Mm@Ei@MWA,5.0,2025-01-14,2025-01
13355975203,Afternoon Run,Run,2025-01-14 16:56:22+00:00,1.0,5.983333333333333,17.4,10.044,15.984000000000002,0,12,prh~Axz`bH~@Hj@L^BH@h@@\Jb@Bf@PZ@THhCVRFN@vBZh@N^@HFGN?J@B@AA?BLFFFPKbA]XUTS^UR,6.0,2025-01-14,2025-01
13319272128,Afternoon Run,Run,2025-01-10 17:25:59+00:00,5.0,25.883333333333333,5.5,11.6532,19.728,0,16,lth~AxbbbH^o@Pa@r@o@BMLW\g@La@Pc@p@u@Vi@BOJWh@w@J_@Zk@VUJSNa@NIR]t@w@Zs@JMb@w@V]HOBSP[HSj@i@j@qAPk@PSVq@LMBG@YGi@@u@F]@o@EYAU@cBHs@BgCHO@MAW@cAFm@CaA?QH_@Ca@Fk@BuAEe@BuALm@EXIRGn@EdB?l@Cf@@f@Gd@ENGt@FhACh@?v@MhAExA@f@C\@PE^@NHNDl@En@E\?rABVALSNq@rAMZCPSh@e@p@QNGTa@r@Qf@{@jAQd@S`@IFc@n@SRIP]f@WVKRQRO`@c@t@_@d@Yl@QRUd@SVO^ANSTEL@FO^_@d@INa@Zg@r@IPORIVMNGR]h@KH[f@QRWh@eAfBWhAQNWNc@r@g@b@O^_@`@S`@m@l@EHSP]RSVg@Ti@f@Kd@@TB?Js@\i@XUTK\YZONQRSd@q@BKVc@b@i@d@u@fA}@HMHQBa@FWpAyAXk@`@]H[Re@`@c@LQRc@Tq@\e@HYZc@XQT]h@mAVi@PO`@g@HSJQ?QJWl@q@Ti@R]\WHUBQHQd@m@XYPW,5.1,2025-01-10,2025-01
13319271843,Aquecimento,Run,2025-01-10 17:10:32+00:00,2.0,11.6,16.1,10.375200000000001,20.0412,0,12,hth~Ap{`bHJ?RHX?RDNDz@Nt@B`@Lr@JD?ZHV@l@JZ@l@Lt@HRFt@Bj@LTHCNBN?LNTBJ?FIXs@v@a@v@SRGRMPMVoAjBIZQXSRSh@c@`@Yd@Uh@a@p@k@hA}AtBk@nAk@|@KTIFQVKV[\[n@QT_@r@MHKVe@n@[h@GVs@`AKV?RIJIN]V,5.8,2025-01-10,2025-01
13302646745,Regenerativo,Run,2025-01-08 17:28:31+00:00,5.0,27.0,5.5,11.142000000000001,17.352,0,18,jth~AtbbbHN]LQPa@HGXMHMH]LSLODMFGRm@LMBKNURQLYRWXq@RWn@qA`A}AXS\{@f@q@Zo@^o@^c@FOF[Ta@LI^i@N[\e@Nk@Ze@L[NOBM?KGIES?e@HaBC}@Ea@?m@DKAKH}@Ae@Fw@@gAFeAA[Fk@CK@m@FUBYC{@@c@Fs@AQD_@?e@Do@F]?ICGITBVAx@Gn@A~@Eb@BVG`AEPGv@Bd@C`CCf@Gj@?h@E^?`@DZKpADTARBRB|@G`@Cr@Bv@IXoA|BETc@~@g@j@k@lA_@n@UNSVMZk@z@CJIN]d@Oj@c@b@g@p@o@vASZK^kA~AKVg@t@MZ_@`@]r@o@|@C?ETWVs@|A{@hAMZQRMZSVOHILMd@_@z@m@b@c@v@KLYRy@zAeAxAML_@Tm@P[VQd@ERBf@BBFAKi@BW@ITa@^YLE`@WRGHIP]VQTY`@_AZe@^]HQRWFGNEl@i@H[?]FWn@m@d@y@NKx@qAFQ\]d@w@h@yAPMPa@f@i@Zq@f@k@N_@JKLYTOV]JSNMNu@b@}@Pg@PYNO\s@ZSBE,5.4,2025-01-08,2025-01
13302633690,Aquecimento,Run,2025-01-07 23:18:44+00:00,2.0,12.1,16.5,9.979199999999999,14.544,0,12,brh~Ad{`bH\HTLlAXXBTH\Fp@Cd@JXAZDX@JDN@^L|@H\AVFLHL@ZHZBPAL@VBLF\?GJDJAPBHD@BF?HETGP]^m@jAWZ[n@a@n@YZo@jAGDOZCVIZeAjAOXa@h@Qb@_AvAUj@s@fAGNKJg@v@g@`As@`A[t@Y^w@zAi@l@IRYb@c@x@Id@IRONe@V,6.0,2025-01-07,2025-01
13293776373,Tiro,Run,2025-01-07 17:19:46+00:00,4.0,15.8,5.7,15.228000000000002,21.744,0,17,jth~AhbbbHP[RS`@y@R]JIJUDERW^aAx@gAn@mAZa@d@gAl@u@L[`A}APa@f@o@nG_M?}@DaA@G@i@Gm@H_BAiAJ{DD_AHo@D_CC_@Fk@E_@@WDy@@eAPq@@BETKZIdBA~@Bl@E^?|@GXC|B@jAE`AiBbSW\e@z@i@v@]v@[f@GD_AjBk@`AOP[p@c@l@kAtBYb@Od@YZe@t@STS^KXQNENmHzLAHGDc@p@MTCTGLc@d@_@TeAfBST[n@ST_BfBq@\WRU^ENAb@CAASFa@FMR[\Wd@U^a@VSNSd@_@Re@^[Xg@NOPYDMX[fHuL\o@JKd@s@f@o@Ri@JILSXi@Re@TWP]NOTc@HITm@l@iAPY\UHKF[JUT_@`@c@L[LOBOL[p@}@Na@PWTm@NO,3.9,2025-01-07,2025-01
13293489669,Aquecimento,Run,2025-01-07 17:05:12+00:00,2.0,11.85,13.9,10.1664,13.607999999999999,0,7,nxh~Af|`bHVBNHNCvALl@P`@@`@JX@dAR^LH@DC~@RZBd@HHZ?TLJKJCf@GNIDGJGDUXIX[`@e@r@GPUPUXIX[f@a@~@KLKTm@~@SXGDIT_AdBo@|@Oh@MTu@~@EHAPKb@w@p@KRMJ]j@MHADUVOp@KPWn@KDKVWZSb@ONOb@GDELKFKb@Yb@MVQHQR[VWd@KHIT[XMTMNK\_@h@]ROX[^_@RMBOJ[^CFEZ?XBLGICQ@YDQRY,5.9,2025-01-07,2025-01
